PassengerId,Survived,Age_categories_Missing,Age_categories_Infant,Age_categories_Child,Age_categories_Teenager,Age_categories_Young Adult,Age_categories_Adult,Age_categories_Senior,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,SibSp_scaled,Parch_scaled,Fare_scaled,Fare_categories_0-12,Fare_categories_12-50,Fare_categories_50-100,Fare_categories_100+,Title_Master,Title_Miss,Title_Mr,Title_Mrs,Title_Officer,Title_Royalty,Cabin_type_A,Cabin_type_B,Cabin_type_C,Cabin_type_D,Cabin_type_E,Cabin_type_F,Cabin_type_G,Cabin_type_T,Cabin_type_Unknown
149,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.3333333333333333,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
150,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
151,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.02444717185746977,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
152,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.12999454257145598,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
153,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
154,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.3333333333333333,0.028302115124416098,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
155,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014273049437744325,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
156,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.16666666666666666,0.11980421963065935,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
157,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015094396337354966,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
158,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
159,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
160,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.16666666666666666,0.031425107138144774,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
162,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.0,0.030741952635141623,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
163,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
164,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
165,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0.16666666666666666,0.07746484096553544,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.3333333333333333,0.04006213192611313,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
167,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0.0,0.16666666666666666,0.10735285047192313,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
168,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.125,0.6666666666666666,0.05445717323939373,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
169,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.050602229972447406,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
170,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.11027245763075773,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
171,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,0.0,0.06538764528744409,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
172,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0.5,0.16666666666666666,0.05684821399990475,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
173,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.021730754366528396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
174,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
175,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.05991421140938287,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
176,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.125,0.16666666666666666,0.015330377421392339,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
177,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.375,0.16666666666666666,0.049707687947515,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
178,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.05604306762136532,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
179,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
180,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
181,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
182,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.0,0.0,0.02937564362913533,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
183,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0.3333333333333333,0.06126431989431795,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
184,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.25,0.16666666666666666,0.07612293033463641,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
185,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.04298993693898376,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
186,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.09759350042902103,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
187,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.125,0.0,0.030253985132996517,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
188,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
189,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0.125,0.16666666666666666,0.030253985132996517,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
190,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
191,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
193,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.0,0.015330377421392339,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
194,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0.125,0.16666666666666666,0.050748620223090936,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
195,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.05410739813385612,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
196,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0.0,0.0,0.2859895551532101,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
197,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
198,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.16666666666666666,0.01640390592611157,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
199,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
200,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
201,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
202,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1.0,0.3333333333333333,0.13575255909676825,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
203,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.012678957201736696,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
204,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
205,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
206,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.16666666666666666,0.02042143996477265,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
207,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.030937139635999665,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
208,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.036670757786204655,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
209,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
210,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.0,0.060507970265993034,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
211,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013760683560491965,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
212,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.0,0.04098927018018883,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
213,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
214,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
215,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.125,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
216,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.22109807522194713,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
217,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015468569817999833,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
218,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.0,0.05270049023167135,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
219,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.14891148113361488,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
220,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
221,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
222,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
223,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
224,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
225,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.0,0.17566830077223786,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
226,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018249984580226933,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
227,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
228,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
229,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
230,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.375,0.16666666666666666,0.049707687947515,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.125,0.0,0.16293234896625058,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
232,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
233,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.026350245115835676,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
234,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0.5,0.3333333333333333,0.06126431989431795,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
235,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
236,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.014736618564782174,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
237,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
238,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0.0,0.3333333333333333,0.05123658772523604,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
239,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
240,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.023959204355324663,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
241,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0.125,0.0,0.028212719478023115,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
242,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.125,0.0,0.030253985132996517,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
243,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
244,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.013907073811135496,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
245,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014102260811993537,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
246,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0.25,0.0,0.17566830077223786,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
247,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015175789316712771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
248,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0.0,0.3333333333333333,0.028302115124416098,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
249,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.16666666666666666,0.10257896680493714,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
250,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.125,0.0,0.050748620223090936,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
251,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.014151057562208049,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
252,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.02042143996477265,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
253,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0.0,0.0,0.051822148727810165,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
254,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.031425107138144774,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
255,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0,0.3333333333333333,0.039452172548431745,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
256,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.3333333333333333,0.029757819776815374,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
257,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0,0.0,0.15458810467956932,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
258,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.16883675574220638,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
259,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
260,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.16666666666666666,0.050748620223090936,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
261,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
262,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.5,0.3333333333333333,0.06126431989431795,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
263,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.125,0.16666666666666666,0.1554664461834305,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
264,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
265,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
266,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.020494635090094415,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
267,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.5,0.16666666666666666,0.07746484096553544,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
268,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.125,0.0,0.015175789316712771,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
269,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.0,0.16666666666666666,0.2995388511917728,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
270,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.2647385704347907,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
271,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.060507970265993034,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
272,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
273,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0.0,0.16666666666666666,0.038061465167318204,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
274,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0.0,0.16666666666666666,0.057970539254838485,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
275,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
276,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0.125,0.0,0.15216446768991498,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
277,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
278,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
279,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0.5,0.16666666666666666,0.05684821399990475,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.125,0.16666666666666666,0.03952536767375352,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
281,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
282,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015330377421392339,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
283,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
284,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015712553569072387,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
285,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.050748620223090936,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
286,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.016908073949327893,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
287,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.018542765081513996,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
288,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
289,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0,0.0,0.025374310111545468,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
290,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0.0,0.0,0.015126992566498259,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
291,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.15390495017656614,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
292,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.125,0.0,0.17777475888549785,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
293,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0.0,0.0,0.025130326360472913,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
294,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0.0,0.0,0.01727404957593672,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
295,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0.0,0.0,0.015411575213749286,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0.0,0.0,0.05410739813385612,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
297,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.0,0.0,0.014110458666029575,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
298,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0.125,0.3333333333333333,0.29580589980036276,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
299,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0,0.0,0.05953203526170282,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
